stations_id,stationsname,bundesland,mess_datum,mess_datum_beginn,mess_datum_ende,bedeckungsgrad,lufttemperatur,lufttemperatur_max,lufttemperatur_min,windstaerke,sonnenscheindauer,windspitze,lufttemperatur_absmax,lufttemperatur_absmin,niederschlagshoehe,niederschlagshoehe_max,schneehoehe_neu,schneehoehe,sturm_6bft,sturm_8bft,gewitter,glatteis,graupel,hagel,nebel,tau,stationshoehe,geobreite,geolaenge
691,Bremen,Bremen,1972-01-15,19720101,19721231,5.25,8.83,12.83,5.14,2.79,1476.2,42.1,32.3,-14.7,650.5,43.2,9,56,24,1,20,10,8,2,73,120,4,53.045,8.7979
691,Bremen,Bremen,1973-01-15,19730101,19731231,5.38,9.49,13.58,5.66,2.89,1603,27.8,33.5,-14,627.7,19.5,28,59,42,1,18,6,23,4,68,83,4,53.045,8.7979
691,Bremen,Bremen,1974-01-15,19740101,19741231,5.56,9.94,13.88,6.36,3.1,1536.8,30.7,30.6,-2.5,784.6,27.5,1,1,51,2,24,0,10,2,46,106,4,53.045,8.7979
691,Bremen,Bremen,1975-01-15,19750101,19751231,5.17,10.16,14.34,6.37,2.86,1722.6,27.8,35.2,-7.5,617.2,26.2,10,12,31,1,26,2,11,3,53,121,4,53.045,8.7979
691,Bremen,Bremen,1976-01-15,19760101,19761231,5.08,9.56,13.86,5.71,2.84,1706.8,37.8,34.6,-10.1,577.6,23,30,81,23,4,18,1,20,1,78,119,4,53.045,8.7979
691,Bremen,Bremen,1977-01-15,19770101,19771231,5.61,9.7,13.57,6.07,2.9,1375,31.8,31.2,-5.1,638.3,32.2,13,28,42,1,16,3,16,3,78,98,4,53.045,8.7979
691,Bremen,Bremen,1978-01-15,19780101,19781231,5.67,8.56,12.16,4.84,2.9,1321.6,31.9,29.9,-17.5,725.8,45.4,31,99,24,2,25,8,17,0,79,79,4,53.045,8.7979
691,Bremen,Bremen,1979-01-15,19790101,19791231,5.61,7.67,11.48,3.63,2.94,1391.6,26.2,29.1,-20.6,640.7,21.5,92,1152,32,1,24,10,18,5,89,121,4,53.045,8.7979
691,Bremen,Bremen,1980-01-15,19800101,19801231,5.28,8.32,12.29,4.09,3.03,1518.3,27.4,29.6,-15.4,665.2,22.2,37,131,36,2,24,10,20,2,66,119,4,53.045,8.7979
691,Bremen,Bremen,1981-01-15,19810101,19811231,5.54,8.65,12.36,4.41,3.01,1406.8,27.7,31,-17,797.6,34.6,61,242,42,5,29,9,30,2,70,112,4,53.045,8.7979
691,Bremen,Bremen,1982-01-15,19820101,19821231,4.9,9.3,13.48,4.74,2.82,1712.6,34,31.5,-15.6,590,38.2,3,18,38,2,33,6,16,4,106,144,4,53.045,8.7979
691,Bremen,Bremen,1983-01-15,19830101,19831231,5.25,9.59,13.65,5.29,3.04,1549,34.3,31.6,-12.8,707.9,23,26,68,44,4,20,3,23,1,56,142,4,53.045,8.7979
691,Bremen,Bremen,1984-01-15,19840101,19841231,5.58,8.67,12.29,4.8,2.99,1356.8,37.1,31.5,-7.8,659.1,28.7,15,33,26,3,29,4,15,3,64,132,4,53.045,8.7979
691,Bremen,Bremen,1985-01-15,19850101,19851231,5.61,7.85,11.65,3.89,2.86,1414.1,30.9,30.6,-19.6,695.3,27.7,46,325,31,1,27,4,21,2,73,150,4,53.045,8.7979
691,Bremen,Bremen,1986-01-15,19860101,19861231,5.19,8.44,12.54,4.03,2.96,1601.8,31,32.1,-20.5,636,24.7,41,176,45,2,11,26,18,0,63,154,4,53.045,8.7979
691,Bremen,Bremen,1987-01-15,19870101,19871231,5.6,7.86,11.54,3.97,2.78,1330.6,26.8,30.6,-19.8,669,16.3,55,477,29,0,22,19,23,0,78,166,4,53.045,8.7979
691,Bremen,Bremen,1988-01-15,19880101,19881231,5.67,9.7,13.41,5.86,2.91,1361.2,33,28.2,-8.4,735.2,24.1,17,29,44,0,17,21,22,0,64,158,4,53.045,8.7979
691,Bremen,Bremen,1989-01-15,19890101,19891231,5.1,10.07,14.14,5.76,2.72,1692.4,24.7,31.4,-9.4,646.1,46.8,0,0,34,0,20,15,11,1,83,191,4,53.045,8.7979
691,Bremen,Bremen,1990-01-15,19900101,19901231,5.24,10.23,14.15,6.25,2.92,1610.4,38.1,33.7,-5.4,727.1,24.3,0,0,49,4,29,18,22,0,62,152,4,53.045,8.7979
691,Bremen,Bremen,1991-01-15,19910101,19911231,5.25,9.01,13.03,4.82,2.78,1559,25.2,31,-14.2,531.1,20.1,13,57,37,0,15,30,17,2,74,150,4,53.045,8.7979
691,Bremen,Bremen,1992-01-15,19920101,19921231,5.29,10.11,14.23,5.82,3.01,1468,38.6,37.6,-9.5,691.7,25.8,2,3,61,5,15,20,25,0,59,152,4,53.045,8.7979
691,Bremen,Bremen,1993-01-15,19930101,19931231,5.58,8.87,12.72,4.91,3.04,1341.8,35,28.7,-12.4,908.8,43.1,6,19,53,7,33,19,16,0,67,140,4,53.045,8.7979
691,Bremen,Bremen,1994-01-15,19940101,19941231,5.56,9.97,13.91,5.83,3.06,1462.6,29.8,33.8,-11.7,798.6,48.1,5,7,68,2,30,14,22,1,72,129,4,53.045,8.7979
691,Bremen,Bremen,1995-01-15,19950101,19951231,5.39,9.59,13.71,5.27,2.92,1660.8,35,32.4,-11.3,691,40.7,15,36,63,2,27,41,27,0,67,155,4,53.045,8.7979
691,Bremen,Bremen,1996-01-15,19960101,19961231,5.42,7.71,11.65,3.58,2.84,1465.6,25.7,32.2,-14.7,446,31.3,28,140,30,0,13,33,14,1,76,139,4,53.045,8.7979
691,Bremen,Bremen,1997-01-15,19970101,19971231,5.4,9.5,13.61,5.23,2.83,1666.9,26.2,32.5,-18.7,620.9,46.2,0,21,46,2,29,15,19,0,70,174,4,53.045,8.7979
691,Bremen,Bremen,1998-01-15,19980101,19981231,5.83,9.55,13.28,5.94,3.02,1329.3,27,30.8,-14.5,893.1,41.7,26,123,47,2,30,20,21,0,48,190,4,53.045,8.7979
691,Bremen,Bremen,1999-01-15,19990101,19991231,5.35,10.37,14.52,6.07,2.93,1692.5,27,31.9,-8.5,563.4,13.5,22,35,45,3,34,25,25,1,52,197,4,53.045,8.7979
691,Bremen,Bremen,2000-01-15,20000101,20001231,5.58,10.37,14.23,6.47,2.96,1524.8,26,33.8,-10,645.2,17,19,65,58,1,23,17,10,1,62,203,4,53.045,8.7979
691,Bremen,Bremen,2001-01-15,20010101,20011231,5.63,9.4,13.3,5.37,2.84,1485.2,27.1,32.8,-13.6,839.6,40.8,33,60,44,1,27,30,12,2,65,198,4,53.045,8.7979
691,Bremen,Bremen,2002-01-15,20020101,20021231,5.48,9.9,13.84,5.91,2.9,1524.6,33,33.5,-10.4,1061.7,53.7,18,21,54,6,34,18,12,2,65,197,4,53.045,8.7979
691,Bremen,Bremen,2003-01-15,20030101,20031231,4.86,9.54,14.26,4.37,2.77,1898.5,29.8,35.8,-14.4,614.3,34.3,28,79,43,2,21,18,10,1,74,203,4,53.045,8.7979
691,Bremen,Bremen,2004-01-15,20040101,20041231,5.58,9.63,13.75,5.3,2.92,1455.3,32.5,30.9,-6.8,710.4,24.5,16,23,47,4,28,24,20,4,60,196,4,53.045,8.7979
691,Bremen,Bremen,2005-01-15,20050101,20051231,5.29,9.67,13.81,5.25,2.83,1666.6,28.6,31.3,-17.8,677.7,38.4,53,136,36,3,31,25,27,1,61,193,4,53.045,8.7979
691,Bremen,Bremen,2006-01-15,20060101,20061231,5.38,10.19,14.43,5.66,2.77,1590.8,26.9,36.2,-12.4,599.3,22.2,17,29,44,1,33,33,16,0,49,209,4,53.045,8.7979
691,Bremen,Bremen,2007-01-15,20070101,20071231,5.47,10.52,14.57,6.24,2.97,1527.4,27.3,33.4,-7.7,830,38.8,10,21,57,1,26,15,14,0,44,220,4,53.045,8.7979
691,Bremen,Bremen,2008-01-15,20080101,20081231,5.38,10.09,14.18,5.76,2.89,1628,24.7,32.5,-9.4,699.7,38.3,17,39,49,0,21,24,22,0,44,217,4,53.045,8.7979
691,Bremen,Bremen,2009-01-15,20090101,20091231,5.35,9.97,14.14,5.46,2.78,1745.4,23.6,35.3,-12.5,644.9,41.6,17,43,42,0,25,17,10,2,49,218,4,53.045,8.7979
691,Bremen,Bremen,2010-01-15,20100101,20101231,5.72,8.36,12.28,4,2.74,1621.7,22.9,35,-15.3,560.4,19.2,87,600,36,0,16,52,40,0,61,178,4,53.045,8.7979
691,Bremen,Bremen,2011-01-15,20110101,20111231,5.41,10.14,14.43,5.74,2.85,1688.2,23.6,31,-9.8,622.2,26.8,5,16,48,0,20,15,8,0,57,213,4,53.045,8.7979
691,Bremen,Bremen,2012-01-15,20120101,20121231,5.65,9.64,13.75,5.23,2.82,1503.2,29.4,35,-15.3,606.2,21.9,15,29,38,2,24,24,17,0,44,217,4,53.045,8.7979
691,Bremen,Bremen,2013-01-15,20130101,20131231,5.65,9.28,13.13,5.05,2.78,1521.9,28.1,34.9,-13.1,608.6,42.7,32,97,37,1,21,27,14,0,62,192,4,53.045,8.7979
691,Bremen,Bremen,2014-01-15,20140101,20141231,5.45,11.03,15.29,6.61,2.86,1663.3,NA,32.7,-9.9,602.8,30.1,6,13,41,1,32,15,7,0,80,251,4,53.045,8.7979
691,Bremen,Bremen,2015-01-15,20150101,20151231,5.54,10.35,14.49,5.95,2.95,1643.6,29.3,36.8,-6.7,712.7,34.2,5,5,69,3,35,20,11,1,59,225,4,53.045,8.7979
691,Bremen,Bremen,2016-01-15,20160101,20161231,5.52,10.12,14.3,5.69,2.77,1626.3,23.5,32.6,-9.8,552.2,29.7,22,52,42,0,23,29,14,0,65,230,4,53.045,8.7979
691,Bremen,Bremen,2017-01-15,20170101,20171231,5.73,10.09,14.05,5.87,2.89,1463.93,28.1,30.6,-10.4,778.5,39.5,10,22,63,4,22,26,15,1,72,223,4,53.045,8.7979
691,Bremen,Bremen,2018-01-15,20180101,20181231,5.09,11.04,15.66,6.02,2.85,2059.68,25.9,36.3,-11.4,449.2,36.6,5,6,55,1,19,31,7,1,56,195,4,53.045,8.7979
691,Bremen,Bremen,2019-01-15,20190101,20191231,5.38,10.92,15.35,6.26,2.89,1753.31,NA,37.4,-9.1,608.9,25.6,3,3,59,3,27,15,5,0,54,207,4,53.045,8.7979
691,Bremen,Bremen,2020-01-15,20200101,20201231,5.36,11.14,15.49,6.43,2.89,1873.33,28.5,34.3,-5.9,541.1,30.5,0,0,58,3,24,8,6,1,57,214,4,53.045,8.7979
701,Bremerhaven,Bremen,1913-01-15,NA,NA,NA,9.38,12.95,6.16,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1914-01-15,NA,NA,NA,9.79,13.08,7.03,NA,NA,NA,NA,NA,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1915-01-15,NA,NA,NA,8.25,11.75,5.18,NA,NA,NA,NA,NA,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1916-01-15,NA,NA,NA,8.83,11.96,5.83,NA,NA,NA,NA,NA,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1917-01-15,NA,NA,NA,8.33,11.66,4.87,NA,NA,NA,NA,NA,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1918-01-15,NA,NA,NA,9.17,12.63,6.12,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1919-01-15,NA,NA,NA,7.64,10.89,4.67,NA,NA,NA,NA,NA,557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1920-01-15,NA,NA,NA,9.09,12.62,5.89,NA,NA,NA,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1921-01-15,NA,NA,NA,9.83,13.55,6.16,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1922-01-15,NA,NA,NA,7.7,10.94,4.19,NA,NA,NA,NA,NA,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1923-01-15,NA,NA,NA,8.11,11.55,4.53,NA,NA,NA,NA,NA,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1924-01-15,NA,NA,NA,8.2,11.73,4.83,NA,NA,NA,NA,NA,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1925-01-15,NA,NA,NA,9.17,12.58,5.61,NA,NA,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1926-01-15,NA,NA,NA,9.47,12.71,6.12,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1927-01-15,NA,NA,NA,8.58,11.88,5.06,NA,NA,NA,NA,NA,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1928-01-15,NA,NA,NA,8.9,12.61,5.07,NA,NA,NA,NA,NA,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1929-01-15,NA,NA,NA,7.74,11.43,3.85,NA,NA,NA,NA,NA,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1930-01-15,NA,NA,NA,9.3,12.76,5.53,NA,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1931-01-15,NA,NA,NA,8.52,12.12,5.12,NA,NA,NA,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1932-01-15,NA,NA,NA,9.33,12.88,5.87,NA,NA,NA,NA,NA,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1933-01-15,NA,NA,NA,8.72,12.45,5.25,NA,NA,NA,NA,NA,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1934-01-15,NA,NA,NA,10.14,13.76,6.73,NA,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1935-01-15,NA,NA,NA,9.26,12.72,5.73,NA,NA,NA,NA,NA,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1936-01-15,NA,NA,NA,9.12,12.59,5.71,NA,NA,NA,NA,NA,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1937-01-15,NA,NA,NA,9.18,12.55,5.84,NA,NA,NA,NA,NA,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1938-01-15,NA,NA,NA,9.68,13.06,6.23,NA,NA,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1939-01-15,NA,NA,NA,9.27,12.67,5.92,NA,NA,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1940-01-15,NA,NA,NA,7.36,10.53,4.1,NA,NA,NA,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1941-01-15,NA,NA,NA,NA,11.13,4.58,NA,NA,NA,NA,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1942-01-15,NA,NA,NA,NA,11.09,4.48,NA,NA,NA,NA,NA,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1943-01-15,NA,NA,NA,NA,13.37,6.23,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1944-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1945-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1948-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1949-01-15,19490101,19491231,4.98,9.8,12.76,7.03,3.82,1761.4,NA,30.7,-8.4,807.3,43.5,NA,5,82,34,24,0,15,1,56,40,7,53.5332,8.5761
701,Bremerhaven,Bremen,1950-01-15,19500101,19501231,5.32,8.94,11.87,6.11,3.79,1606.7,NA,29.8,-9.2,870.8,26.7,NA,8,94,41,25,8,19,0,55,56,7,53.5332,8.5761
701,Bremerhaven,Bremen,1951-01-15,19510101,19511231,5.3,9.07,12.4,6.11,3.65,1757,NA,29.2,-8.4,980.5,34.8,NA,21,79,30,20,12,19,0,57,74,7,53.5332,8.5761
701,Bremerhaven,Bremen,1952-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,-9.6,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53.5332,8.5761
701,Bremerhaven,Bremen,1953-01-15,19530101,19531231,5.46,9.54,12.65,6.55,3.4,1593.7,NA,30.8,-11.4,678.3,67.7,NA,89,105,62,37,27,12,3,94,101,7,53.5332,8.5761
701,Bremerhaven,Bremen,1954-01-15,19540101,19541231,5.49,8.24,11.15,5.3,3.73,1493.3,NA,27.7,-15.8,872.2,31.7,NA,10,120,55,16,5,24,9,56,101,7,53.5332,8.5761
701,Bremerhaven,Bremen,1955-01-15,19550101,19551231,5.23,8.25,11.34,5.22,3.96,1726.4,NA,28.5,-11.2,787.5,34,NA,328,142,50,24,10,30,0,63,91,7,53.5332,8.5761
701,Bremerhaven,Bremen,1956-01-15,19560101,19561231,5.5,7.59,10.59,4.52,4.23,1521.3,NA,26.3,-18.6,724.3,43,NA,255,165,51,26,10,21,3,48,99,7,53.5332,8.5761
701,Bremerhaven,Bremen,1957-01-15,19570101,19571231,5.59,9.17,12.19,6.21,4.04,1636.2,NA,30.1,-12.2,754.6,25.6,NA,24,158,22,22,6,15,4,61,105,7,53.5332,8.5761
701,Bremerhaven,Bremen,1958-01-15,19580101,19581231,5.98,8.68,11.64,6,3.96,1450,NA,27,-8.2,761.9,36.5,NA,193,140,31,20,4,16,5,72,115,7,53.5332,8.5761
701,Bremerhaven,Bremen,1959-01-15,19590101,19591231,4.76,9.59,13.18,6.13,3.68,1972.5,NA,32.1,-10.4,483,54.3,NA,118,100,5,26,6,15,2,63,143,7,53.5332,8.5761
701,Bremerhaven,Bremen,1960-01-15,19600101,19601231,5.92,9.03,12.02,6.26,3.74,1382.4,NA,28.7,-9.9,840.7,39.5,18,46,103,6,22,1,7,1,65,120,7,53.5332,8.5761
701,Bremerhaven,Bremen,1961-01-15,19610101,19611231,5.67,9.49,12.44,6.65,3.63,1358.9,NA,30.3,-12,883,60.3,1,1,102,12,27,12,18,2,76,151,7,53.5332,8.5761
701,Bremerhaven,Bremen,1962-01-15,19620101,19621231,5.75,7.78,10.51,5.2,3.5,1343.5,NA,25.6,-11.7,740.3,25.2,25,92,98,11,19,2,25,1,82,112,7,53.5332,8.5761
701,Bremerhaven,Bremen,1963-01-15,19630101,19631231,5.69,7.68,10.8,4.53,3.05,1455.9,NA,33.8,-15.4,673.1,23.2,33,710,47,6,27,6,21,2,88,100,7,53.5332,8.5761
701,Bremerhaven,Bremen,1964-01-15,19640101,19641231,5.52,8.59,11.68,5.65,3.18,1523.4,NA,32.2,-9.5,585.9,24.1,22,76,69,5,25,6,20,4,77,110,7,53.5332,8.5761
701,Bremerhaven,Bremen,1965-01-15,19650101,19651231,5.77,8.22,11.11,5.4,3.23,1416.2,NA,26,-7.8,928.5,34.8,26,81,71,8,21,3,26,3,73,162,7,53.5332,8.5761
701,Bremerhaven,Bremen,1966-01-15,19660101,19661231,5.89,8.82,11.65,6.1,3.28,1393.1,NA,30.4,-14,945.3,32.2,45,370,72,6,33,10,21,1,65,150,7,53.5332,8.5761
701,Bremerhaven,Bremen,1967-01-15,19670101,19671231,5.63,9.72,12.64,6.87,3.49,1542.3,NA,27.7,-8,943.4,37.8,20,42,92,13,35,2,31,4,61,149,7,53.5332,8.5761
701,Bremerhaven,Bremen,1968-01-15,19680101,19681231,5.59,9.04,12.02,6.13,3.23,1583.4,NA,30.2,-14,708.2,38.7,32,151,62,9,30,1,26,1,60,132,7,53.5332,8.5761
701,Bremerhaven,Bremen,1969-01-15,19690101,19691231,5.52,8.54,11.56,5.67,3.36,1527,NA,32.1,-15.4,676.8,45.2,54,335,64,8,26,18,22,2,75,121,7,53.5332,8.5761
701,Bremerhaven,Bremen,1970-01-15,19700101,19701231,5.49,8.39,11.22,5.48,3.38,1502.3,NA,29.6,-14.2,806.2,26.2,NA,NA,99,44,19,8,18,1,67,126,7,53.5332,8.5761
701,Bremerhaven,Bremen,1971-01-15,19710101,19711231,5.52,9.31,12.28,6.41,3.3,1543.9,29.6,31.6,-13.7,468.9,35.3,15,127,101,23,26,1,13,2,80,129,7,53.5332,8.5761
701,Bremerhaven,Bremen,1972-01-15,19720101,19721231,5.43,8.76,11.66,5.81,3.14,1558.2,38,30.6,-14.3,630.6,37.5,8,65,52,1,19,6,8,0,63,150,7,53.5332,8.5761
701,Bremerhaven,Bremen,1973-01-15,19730101,19731231,5.41,9.23,12.15,6.42,3.27,1574.8,30,31.6,-11.2,752.5,48,19,49,74,12,21,2,32,1,67,92,7,53.5332,8.5761
701,Bremerhaven,Bremen,1974-01-15,19740101,19741231,5.54,9.66,12.51,6.87,3.47,1515.2,30.9,27.5,-2.6,784.1,33.6,0,0,87,10,20,0,13,0,34,166,7,53.5332,8.5761
701,Bremerhaven,Bremen,1975-01-15,19750101,19751231,5.35,9.82,12.74,6.92,3.36,1727.8,29.8,33.2,-4.8,682.8,28.9,2,2,79,8,21,0,15,3,48,141,7,53.5332,8.5761
701,Bremerhaven,Bremen,1976-01-15,19760101,19761231,5.23,9.2,12.21,6.32,3.33,1815.7,37.1,32.1,-9.8,542.1,23.1,34,108,70,6,15,0,18,0,44,140,7,53.5332,8.5761
701,Bremerhaven,Bremen,1977-01-15,19770101,19771231,5.8,9.44,12.22,6.76,3.37,1370,32.1,29.3,-5.2,743.2,33.8,9,27,80,8,17,3,18,4,60,144,7,53.5332,8.5761
701,Bremerhaven,Bremen,1978-01-15,19780101,19781231,6.04,8.67,11.37,6.05,3.42,1290.1,30.5,29.8,-13.9,837.1,25.7,49,142,77,8,20,7,19,1,76,118,7,53.5332,8.5761
701,Bremerhaven,Bremen,1979-01-15,19790101,19791231,5.86,8.04,10.92,5.39,3.15,1316.2,29.2,28.3,-14,794.6,26.7,60,1482,49,3,19,3,8,0,64,149,7,53.5332,8.5761
701,Bremerhaven,Bremen,1980-01-15,19800101,19801231,5.56,8.63,11.53,5.88,3.25,1445.1,32,28.5,-8.6,739.1,37.8,31,108,72,8,19,0,13,2,60,135,7,53.5332,8.5761
701,Bremerhaven,Bremen,1981-01-15,19810101,19811231,5.55,9.03,11.88,6.25,3.23,1287.1,31,30.3,-15.6,797.5,54.7,47,268,79,14,22,2,37,1,56,142,7,53.5332,8.5761
701,Bremerhaven,Bremen,1982-01-15,19820101,19821231,4.77,9.67,12.84,6.52,3.03,1605.7,30,32.8,-12.6,579.6,23.4,8,87,65,5,31,2,20,0,69,153,7,53.5332,8.5761
701,Bremerhaven,Bremen,1983-01-15,19830101,19831231,5.29,9.95,12.88,6.97,3.37,1402.4,36.6,31.7,-7.4,721.3,24.3,8,30,101,6,20,1,28,3,42,127,7,53.5332,8.5761
701,Bremerhaven,Bremen,1984-01-15,19840101,19841231,5.47,8.89,11.6,6.19,3.31,1361,36,30.5,-7.4,735.4,32.6,18,38,56,7,28,5,20,1,48,129,7,53.5332,8.5761
701,Bremerhaven,Bremen,1985-01-15,19850101,19851231,5.66,8.16,11.1,5.42,3.24,1387.3,32.9,30.7,-12.5,761.3,21.4,54,363,75,5,25,1,29,5,72,114,7,53.5332,8.5761
701,Bremerhaven,Bremen,1986-01-15,19860101,19861231,5.37,8.74,11.65,5.87,3.38,1591.7,34,30.6,-13.7,692,38.7,39,238,84,9,10,8,16,2,48,134,7,53.5332,8.5761
701,Bremerhaven,Bremen,1987-01-15,19870101,19871231,5.68,8.19,10.87,5.58,3.21,1333.7,28.8,29.2,-17.2,772.2,21.3,44,381,76,3,25,18,20,1,63,134,7,53.5332,8.5761
701,Bremerhaven,Bremen,1988-01-15,19880101,19881231,5.8,9.91,12.61,7.29,3.41,1363.9,29.4,27.6,-3.4,782.7,26.4,25,50,102,7,15,5,18,0,42,172,7,53.5332,8.5761
701,Bremerhaven,Bremen,1989-01-15,19890101,19891231,5.28,10.42,13.35,7.58,3.34,1695.9,29.9,32.2,-6.5,639.9,27.6,2,2,88,4,15,4,12,1,51,179,7,53.5332,8.5761
701,Bremerhaven,Bremen,1990-01-15,19900101,19901231,5.39,10.51,13.34,7.83,3.57,1573.2,39.1,32.3,-3.9,894.4,38.4,0,0,112,8,23,4,17,2,34,159,7,53.5332,8.5761
701,Bremerhaven,Bremen,1991-01-15,19910101,19911231,5.22,9.29,12.09,6.56,3.27,1581.9,28.3,30.4,-10.1,620,25.4,17,67,78,6,13,3,14,3,56,180,7,53.5332,8.5761
701,Bremerhaven,Bremen,1992-01-15,19920101,19921231,5.21,10.35,13.38,7.35,3.42,1601.7,36.5,35.8,-7.5,638.1,23.9,1,3,97,6,16,3,22,0,49,177,7,53.5332,8.5761
701,Bremerhaven,Bremen,1993-01-15,19930101,19931231,5.5,8.98,11.93,6.24,3.39,1429.6,42.2,29,-11.6,814.5,30.2,3,4,76,11,23,4,11,1,35,163,7,53.5332,8.5761
701,Bremerhaven,Bremen,1994-01-15,19940101,19941231,5.39,10.15,13.13,7.22,3.4,1580,NA,33.6,-10.3,780.9,32.1,4,5,105,9,19,2,15,0,51,177,7,53.5332,8.5761
701,Bremerhaven,Bremen,1995-01-15,19950101,19951231,5.18,9.77,12.84,6.97,3.3,1850,28.8,31.8,-11.1,772.5,32.6,10,24,84,9,21,12,29,1,41,173,7,53.5332,8.5761
701,Bremerhaven,Bremen,1996-01-15,19960101,19961231,5.25,8.04,10.98,5.3,3.06,1633.6,24.7,31.4,-13.4,487.9,18.2,12,83,54,4,12,9,6,1,48,127,7,53.5332,8.5761
